Code,Description,Source,Decision
F010,Vascular dementia of acute onset,cancer,1
F012,Subcortical vascular dementia,cancer,1
F013,Mixed cortical and subcortical vascular dementia,cancer,1
F011,Multi-infarct dementia,cancer,1
F051,Delirium superimposed on dementia,cancer,1
F329,"Depressive episode, unspecified",cancer,0
F32,Depressive episode,cancer,0
F33,Recurrent depressive disorder,cancer,0
F018,Other vascular dementia,cancer,1
I673,Progressive vascular leukoencephalopathy,cancer,0
G409,"Epilepsy, unspecified",cancer,0
G40,Epilepsy,cancer,0
T909,Sequelae of unspecified injury of head,cancer,0
F107,Mental and behavioural disorders due to use of alcohol,cancer,0
G301,Alzheimer disease with late onset,cancer,0
G938,Other specified disorders of brain,cancer,0
F02,Dementia in other diseases classified elsewhere,cancer,1
F02.3,Dementia in Parkinson disease,cancer,1
F02.8,Dementia in other specified diseases classified elsewhere,cancer,1
G31.1,"Senile degeneration of brain, not elsewhere classified",cancer,1
F023,Dementia in Huntington's disease,cancer,1
