Code,Description,Source,Decision
A570.,Erythema infectiosum - fifth disease,V2,0
D2...,Aplastic and other anaemias,V2,1
Dyu2.,[X]Aplastic and other anaemias,V2,1
1332,aplastic anaemia,SR,1
D619,"Aplastic anaemia, unspecified",MD,1
D61,Other aplastic anaemias,MD,1
D60,Acquired pure red cell aplasia [erythroblastopenia],MD,0
D618,Other specified aplastic anaemias,MD,1
D609,"Acquired pure red cell aplasia, unspecified",MD,0
D898,"Other specified disorders involving the immune mechanism, not elsewhere classified",MD,0
D601,Transient acquired pure red cell aplasia,MD,0
D600,Chronic acquired pure red cell aplasia,MD,0
D608,Other acquired pure red cell aplasias,MD,0
D610,Constitutional aplastic anaemia,MD,0
D612,Aplastic anaemia due to other external agents,MD,0
D613,Idiopathic aplastic anaemia,MD,1
D611,Drug-induced aplastic anaemia,MD,0
2849," Aplastic anaemia, unspecified",ICD9,1
284,Aplastic anaemia,ICD9,1
6482," Anaemia in mother compl. pregnancy, childbirth, puerperium",ICD9,0
2791,Deficiency of cell-mediated immunity,ICD9,0
2848,Other aplastic anaemia,ICD9,1
2840,Constitutional aplastic anaemia,ICD9,0
578,Gastrointestinal haemorrhage,ICD9,0
28489,Aplastic anemias NEC,ICD9,1
D619,"Aplastic anaemia, unspecified",ICD10,1
D61,Other aplastic anaemias,ICD10,1
D60,Acquired pure red cell aplasia [erythroblastopenia],ICD10,0
D618,Other specified aplastic anaemias,ICD10,1
D609,"Acquired pure red cell aplasia, unspecified",ICD10,0
D898,"Other specified disorders involving the immune mechanism, not elsewhere classified",ICD10,0
D601,Transient acquired pure red cell aplasia,ICD10,0
D600,Chronic acquired pure red cell aplasia,ICD10,0
D608,Other acquired pure red cell aplasias,ICD10,0
D610,Constitutional aplastic anaemia,ICD10,0
D612,Aplastic anaemia due to other external agents,ICD10,0
D613,Idiopathic aplastic anaemia,ICD10,1
D611,Drug-induced aplastic anaemia,ICD10,0
D619,"Aplastic anaemia, unspecified",cancer,1
D61,Other aplastic anaemias,cancer,1
D60,Acquired pure red cell aplasia [erythroblastopenia],cancer,0
D618,Other specified aplastic anaemias,cancer,1
D609,"Acquired pure red cell aplasia, unspecified",cancer,0
D898,"Other specified disorders involving the immune mechanism, not elsewhere classified",cancer,0
D601,Transient acquired pure red cell aplasia,cancer,0
D600,Chronic acquired pure red cell aplasia,cancer,0
D608,Other acquired pure red cell aplasias,cancer,0
D610,Constitutional aplastic anaemia,cancer,0
D612,Aplastic anaemia due to other external agents,cancer,0
D613,Idiopathic aplastic anaemia,cancer,1
D611,Drug-induced aplastic anaemia,cancer,0
