Code,Description,Source,Decision
9Om3.,Stroke/transient ischaemic attack monitoring verbal invitation,V2,0
9Om..,Stroke/transient ischaemic attack monitoring administration,V2,0
9Om4.,Stroke/transient ischaemic attack monitoring telephone invite,V2,0
14AB0,H/O amaurosis fugax,V2,1
1082,transient ischaemic attack (tia),SR,1
G459,"Transient cerebral ischaemic attack, unspecified",MD,1
G45,Transient cerebral ischaemic attacks and related syndromes,MD,1
G451,Carotid artery syndrome (hemispheric),MD,0
G453,Amaurosis fugax,MD,1
G450,Vertebro-basilar artery syndrome,MD,0
G458,Other transient cerebral ischaemic attacks and related syndromes,MD,1
G452,Multiple and bilateral precerebral artery syndromes,MD,0
I660,Occlusion and stenosis of middle cerebral artery,MD,0
G460,Middle cerebral artery syndrome,MD,0
I661,Occlusion and stenosis of anterior cerebral artery,MD,0
G461,Anterior cerebral artery syndrome,MD,0
I662,Occlusion and stenosis of posterior cerebral artery,MD,0
G462,Posterior cerebral artery syndrome,MD,0
K559,"Vascular disorder of intestine, unspecified",MD,0
K550,Acute vascular disorders of intestine,MD,0
K551,Chronic vascular disorders of intestine,MD,0
H930,Degenerative and vascular disorders of ear,MD,0
I248,Other forms of acute ischaemic heart disease,MD,0
P294,Transient myocardial ischaemia of newborn,MD,0
Z820,Family history of epilepsy and other diseases of the nervous system,MD,0
435,Transient cerebral ischaemia,ICD9,1
436,Acute but ill-defined cerebrovascular disease,ICD9,0
3688,Other specified visual disturbances,ICD9,0
5579," Vascular insufficiency of intestine, unspecified",ICD9,0
557,Vascular insufficiency of intestine,ICD9,0
3880,Degenerative and vascular disorders of ear,ICD9,0
7798,Other specified conditions originating in perinatal period,ICD9,0
G459,"Transient cerebral ischaemic attack, unspecified",ICD10,1
G45,Transient cerebral ischaemic attacks and related syndromes,ICD10,1
G451,Carotid artery syndrome (hemispheric),ICD10,0
G453,Amaurosis fugax,ICD10,1
G450,Vertebro-basilar artery syndrome,ICD10,0
G458,Other transient cerebral ischaemic attacks and related syndromes,ICD10,1
G452,Multiple and bilateral precerebral artery syndromes,ICD10,0
I660,Occlusion and stenosis of middle cerebral artery,ICD10,0
G460,Middle cerebral artery syndrome,ICD10,0
I661,Occlusion and stenosis of anterior cerebral artery,ICD10,0
G461,Anterior cerebral artery syndrome,ICD10,0
I662,Occlusion and stenosis of posterior cerebral artery,ICD10,0
G462,Posterior cerebral artery syndrome,ICD10,0
K559,"Vascular disorder of intestine, unspecified",ICD10,0
K550,Acute vascular disorders of intestine,ICD10,0
K551,Chronic vascular disorders of intestine,ICD10,0
H930,Degenerative and vascular disorders of ear,ICD10,0
I248,Other forms of acute ischaemic heart disease,ICD10,0
P294,Transient myocardial ischaemia of newborn,ICD10,0
Z820,Family history of epilepsy and other diseases of the nervous system,ICD10,0
G459,"Transient cerebral ischaemic attack, unspecified",cancer,1
G45,Transient cerebral ischaemic attacks and related syndromes,cancer,1
G451,Carotid artery syndrome (hemispheric),cancer,0
G453,Amaurosis fugax,cancer,1
G450,Vertebro-basilar artery syndrome,cancer,0
G458,Other transient cerebral ischaemic attacks and related syndromes,cancer,1
G452,Multiple and bilateral precerebral artery syndromes,cancer,0
I660,Occlusion and stenosis of middle cerebral artery,cancer,0
G460,Middle cerebral artery syndrome,cancer,0
I661,Occlusion and stenosis of anterior cerebral artery,cancer,0
G461,Anterior cerebral artery syndrome,cancer,0
I662,Occlusion and stenosis of posterior cerebral artery,cancer,0
G462,Posterior cerebral artery syndrome,cancer,0
K559,"Vascular disorder of intestine, unspecified",cancer,0
K550,Acute vascular disorders of intestine,cancer,0
K551,Chronic vascular disorders of intestine,cancer,0
H930,Degenerative and vascular disorders of ear,cancer,0
I248,Other forms of acute ischaemic heart disease,cancer,0
P294,Transient myocardial ischaemia of newborn,cancer,0
Z820,Family history of epilepsy and other diseases of the nervous system,cancer,0
