Code,Description,Source,Decision
X0079,Aquagenic epilepsy,V3,1
SC200,Traumatic epilepsy,V3,1
X007A,Self-induced non-photosensitive epilepsy,V3,1
F25y0,Cursive (running) epilepsy,V3,1
X007B,Status epilepticus,V3,1
XE15Y,Convulsive status epilepticus,V3,1
F252.,Non-convulsive status epilepticus with impaired consciousness,V3,1
X007C,Non-convulsive status epilepticus with three per second spike wave,V3,1
X007D,Non-convulsive status epilepticus without three per second spike wave,V3,1
X007E,Non-convulsive simple partial status epilepticus,V3,1
X007F,Motor simple partial status,V3,1
X007G,Complex partial status epilepticus,V3,1
Fyu52,[X]Other status epilepticus,V3,1
Fyu59,"[X]Status epilepticus, unspecified",V3,1
F2542,Psychosensory epilepsy,V3,1
F2552,Somatosensory epilepsy,V3,1
F2555,Unilateral epilepsy,V3,1
F25y.,Other forms of epilepsy,V3,1
F25yz,Other forms of epilepsy NOS,V3,1
Fyu50,[X]Other generalised epilepsy and epileptic syndromes,V3,1
Fyu51,[X]Other epilepsy,V3,1
XE15a,Epilepsy NOS,V3,1
XaC34,Fit (in known epileptic) NOS,V3,1
XaEIj,Epileptic seizure,V3,1
F2502,Epileptic seizures - atonic,V3,1
F2503,Epileptic seizures - akinetic,V3,1
F2512,Epileptic seizures - clonic,V3,1
F2514,Epileptic seizures - tonic,V3,1
F2551,Reflex epilepsy,V3,1
X006p,ESSS - Epilepsy with continuous spike wave during slow-wave sleep,V3,1
F25..,Epilepsy,V2,1
F2550,"Jacksonian, focal or motor epilepsy",V2,1
F25y5,Panayiotopoulos syndrome,V2,0
F25y4,Benign Rolandic epilepsy,V2,0
F257.,Kojevnikov's epilepsy,V2,1
F2540,Temporal lobe epilepsy,V2,1
F2543,Limbic system epilepsy,V2,1
F0352,Rasmussen syndrome,V2,0
F254.,Partial epilepsy with impairment of consciousness,V2,1
F254z,Partial epilepsy with impairment of consciousness NOS,V2,1
F2545,Complex partial epileptic seizure,V2,1
F255z,Partial epilepsy without mention of impairment of consciousness NOS,V2,1
F2553,Partial epilepsy with autonomic symptoms,V2,1
F255y,Other specified partial epilepsy without mention of impairment of consciousness,V2,1
F25y2,Localization-related(focal)(partial)idiopathic epilepsy and epileptic syndromes with seizures of localised onset,V2,1
F2541,Psychomotor epilepsy,V2,1
F2510,Grand mal (major) epilepsy,V2,1
F2500,Petit mal (minor) epilepsy,V2,1
F2501,Pykno-epilepsy,V2,1
F2504,Juvenile absence epilepsy,V2,1
F2511,Neonatal myoclonic epilepsy,V2,1
F25A.,Juvenile myoclonic epilepsy,V2,1
F256.,West syndrome,V2,1
F256z,Infantile spasms NOS,V2,0
F2505,Lennox-Gastaut syndrome,V2,1
F1321,Progressive myoclonic epilepsy,V2,1
F2513,Epileptic seizures - myoclonic,V2,1
F259.,Early infantile epileptic encephalopathy with suppression bursts,V2,1
F1322,Myoclonic encephalopathy,V2,1
F2516,Grand mal seizure,V2,1
F250.,Generalised nonconvulsive epilepsy,V2,1
F250y,Other specified generalised nonconvulsive epilepsy,V2,1
F250z,Generalised nonconvulsive epilepsy NOS,V2,1
F251.,Generalised convulsive epilepsy,V2,1
F251y,Other specified generalised convulsive epilepsy,V2,1
F251z,Generalised convulsive epilepsy NOS,V2,1
F25E.,Stress-induced epilepsy,V2,1
F25C.,Drug-induced epilepsy,V2,1
F25B.,Alcohol-induced epilepsy,V2,1
F2551,Sensory induced epilepsy,V2,1
F25D.,Menstrual epilepsy,V2,1
667B.,Nocturnal epilepsy,V2,1
F25F.,Photosensitive epilepsy,V2,1
F2554,Visual reflex epilepsy,V2,1
SC200,Traumatic epilepsy,V2,1
F25y0,Cursive (running) epilepsy,V2,1
F253.,Status epilepticus,V2,1
F252.,Petit mal status,V2,1
F25y3,Complex partial status epilepticus,V2,1
Fyu52,[X]Other status epilepticus,V2,1
Fyu59,"[X]Status epilepticus, unspecified",V2,1
F2542,Psychosensory epilepsy,V2,1
F2552,Somatosensory epilepsy,V2,1
F2555,Unilateral epilepsy,V2,1
F25y.,Other forms of epilepsy,V2,1
F25yz,Other forms of epilepsy NOS,V2,1
Fyu50,[X]Other generalized epilepsy and epileptic syndromes,V2,1
Fyu51,[X]Other epilepsy,V2,1
F25z.,Epilepsy NOS,V2,1
R003z,[D]Seizure NOS,V2,0
F2502,Epileptic seizures - atonic,V2,1
F2503,Epileptic seizures - akinetic,V2,1
F2512,Epileptic seizures - clonic,V2,1
F2514,Epileptic seizures - tonic,V2,1
1264,epilepsy,SR,1
G409,"Epilepsy, unspecified",MD,1
G40,Epilepsy,MD,1
F058,Other delirium,MD,0
F803,Acquired aphasia with epilepsy [Landau-Kleffner],MD,1
G41,Status epilepticus,MD,1
G803,Dyskinetic cerebral palsy,MD,0
G838,Other specified paralytic syndromes,MD,0
T905,Sequelae of intracranial injury,MD,0
A521,Symptomatic neurosyphilis,MD,0
B690,Cysticercosis of central nervous system,MD,0
B719,"Cestode infection, unspecified",MD,0
G948,Other specified disorders of brain in diseases classified elsewhere,MD,0
G408,Other epilepsy,MD,1
G401,Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures,MD,1
G402,Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures,MD,1
G400,Localization-related (focal)(partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset,MD,1
G405,Special epileptic syndromes,MD,1
G048,"Other encephalitis, myelitis and encephalomyelitis",MD,0
G403,Generalized idiopathic epilepsy and epileptic syndromes,MD,1
G404,Other generalized epilepsy and epileptic syndromes,MD,1
G407,"Petit mal, unspecified, without grand mal seizures",MD,1
G253,Myoclonus,MD,0
G406,"Grand mal seizures, unspecified (with or without petit mal)",MD,1
G419,"Status epilepticus, unspecified",MD,1
G410,Grand mal status epilepticus,MD,1
G411,Petit mal status epilepticus,MD,1
G418,Other status epilepticus,MD,1
G412,Complex partial status epilepticus,MD,1
345,Epilepsy and recurrent seizures,ICD9,1
3450,Generalized nonconvulsive epilepsy,ICD9,1
34500,"Generalized nonconvulsive epilepsy, without mention of intractable epilepsy",ICD9,1
34501,"Generalized nonconvulsive epilepsy, with intractable epilepsy",ICD9,1
3451,Generalized convulsive epilepsy,ICD9,1
34510,"Generalized convulsive epilepsy, without mention of intractable epilepsy",ICD9,1
34511,"Generalized convulsive epilepsy, with intractable epilepsy",ICD9,1
3452,"Petit mal status, epileptic",ICD9,1
3453,"Grand mal status, epileptic",ICD9,1
3454,Partial epilepsy with impairment of consciousness,ICD9,1
34540,Partial epilepsy without intractable epilepsy,ICD9,1
34541,Partial epilepsy with intractable epilepsy,ICD9,1
3455,Partial epilepsy without mention of impairment of consciousness,ICD9,1
34550,Partial epilepsy without impairment of consciousness without intractable epilepsy,ICD9,1
34551,Partial epilepsy without impairment of consciousness with intractable epilepsy,ICD9,1
34561,"Infantile spasms, with intractable epilepsy",ICD9,1
3457,Epilepsia partialis continua,ICD9,1
34570,"Epilepsia partialis continua, without mention of intractable epilepsy",ICD9,1
34571,"Epilepsia partialis continua, with intractable epilepsy",ICD9,1
3458,Other forms of epilepsy and recurrent seizures,ICD9,1
34580,"Other forms of epilepsy, without mention of intractable epilepsy",ICD9,1
34581,"Other forms of epilepsy, with intractable epilepsy",ICD9,1
3459,"Epilepsy, unspecified",ICD9,1
34590,"Epilepsy, unspecified, without mention of intractable epilepsy",ICD9,1
34591,"Epilepsy, unspecified, with intractable epilepsy",ICD9,1
G409,"Epilepsy, unspecified",ICD10,1
G40,Epilepsy,ICD10,1
F058,Other delirium,ICD10,0
F803,Acquired aphasia with epilepsy [Landau-Kleffner],ICD10,1
G41,Status epilepticus,ICD10,1
G803,Dyskinetic cerebral palsy,ICD10,0
G838,Other specified paralytic syndromes,ICD10,0
T905,Sequelae of intracranial injury,ICD10,0
A521,Symptomatic neurosyphilis,ICD10,0
B690,Cysticercosis of central nervous system,ICD10,0
B719,"Cestode infection, unspecified",ICD10,0
G948,Other specified disorders of brain in diseases classified elsewhere,ICD10,0
G408,Other epilepsy,ICD10,1
G401,Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures,ICD10,1
G402,Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures,ICD10,1
G400,Localization-related (focal)(partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset,ICD10,1
G405,Special epileptic syndromes,ICD10,1
G048,"Other encephalitis, myelitis and encephalomyelitis",ICD10,0
G403,Generalized idiopathic epilepsy and epileptic syndromes,ICD10,1
G404,Other generalized epilepsy and epileptic syndromes,ICD10,1
G407,"Petit mal, unspecified, without grand mal seizures",ICD10,1
G253,Myoclonus,ICD10,0
G406,"Grand mal seizures, unspecified (with or without petit mal)",ICD10,1
G419,"Status epilepticus, unspecified",ICD10,1
G410,Grand mal status epilepticus,ICD10,1
G411,Petit mal status epilepticus,ICD10,1
G418,Other status epilepticus,ICD10,1
G412,Complex partial status epilepticus,ICD10,1
G409,"Epilepsy, unspecified",cancer,1
G40,Epilepsy,cancer,1
F058,Other delirium,cancer,0
F803,Acquired aphasia with epilepsy [Landau-Kleffner],cancer,1
G41,Status epilepticus,cancer,1
G803,Dyskinetic cerebral palsy,cancer,0
G838,Other specified paralytic syndromes,cancer,0
T905,Sequelae of intracranial injury,cancer,0
A521,Symptomatic neurosyphilis,cancer,0
B690,Cysticercosis of central nervous system,cancer,0
B719,"Cestode infection, unspecified",cancer,0
G948,Other specified disorders of brain in diseases classified elsewhere,cancer,0
G408,Other epilepsy,cancer,1
G401,Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures,cancer,1
G402,Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures,cancer,1
G400,Localization-related (focal)(partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset,cancer,1
G405,Special epileptic syndromes,cancer,1
G048,"Other encephalitis, myelitis and encephalomyelitis",cancer,0
G403,Generalized idiopathic epilepsy and epileptic syndromes,cancer,1
G404,Other generalized epilepsy and epileptic syndromes,cancer,1
G407,"Petit mal, unspecified, without grand mal seizures",cancer,1
G253,Myoclonus,cancer,0
G406,"Grand mal seizures, unspecified (with or without petit mal)",cancer,1
G419,"Status epilepticus, unspecified",cancer,1
G410,Grand mal status epilepticus,cancer,1
G411,Petit mal status epilepticus,cancer,1
G418,Other status epilepticus,cancer,1
G412,Complex partial status epilepticus,cancer,1
