Code,Description,Source,Decision
E136,Other specified diabetes mellitus,cancer,0
M146,Neuropathic arthropathy,cancer,0
E145,Unspecified diabetes mellitus,cancer,0
E105,Type 1 diabetes mellitus,cancer,0
E115,Type 2 diabetes mellitus,cancer,0
E125,Malnutrition-related diabetes mellitus,cancer,0
E135,Other specified diabetes mellitus,cancer,0
L97,"Ulcer of lower limb, not elsewhere classified",cancer,0
O240,Diabetes mellitus in pregnancy: Pre-existing type 1 diabetes mellitus,cancer,0
O241,Diabetes mellitus in pregnancy: Pre-existing type 2 diabetes mellitus,cancer,0
