Code,Description,Source,Decision
66Y9.,Step up change in asthma management plan,V2,1
66YA.,Step down change in asthma management plan,V2,1
663W.,Asthma prophylactic medication used,V2,1
663l.,Spacer device in use,V2,0
66Ym.,Inhaler device in use,V2,0
388t.,Royal College of Physicians asthma assessment,V2,0
388t0,Royal College of Physicians asthma assessment three questions score,V2,0
9hA..,Exception reporting: asthma quality indicators,V2,1
9hA2.,Excepted from asthma quality indicators: Informed dissent,V2,1
9hA1.,Excepted from asthma quality indicators: Patient unsuitable,V2,1
H3B..,Asthma-chronic obstructive pulmonary disease overlap syndrome,V2,1
1111,asthma,SR,1
J459,"Asthma, unspecified",MD,1
J45,Asthma,MD,1
A162,"Tuberculosis of lung, without mention of bacteriological or histological confirmation",MD,0
I501,Left ventricular failure,MD,0
J385,Laryngeal spasm,MD,0
J46,Status asthmaticus,MD,1
J60,Coalworker pneumoconiosis,MD,0
J628,Pneumoconiosis due to other dust containing silica,MD,0
J64,Unspecified pneumoconiosis,MD,0
J698,Pneumonitis due to other solids and liquids,MD,0
J82,"Pulmonary eosinophilia, not elsewhere classified",MD,0
J449,"Chronic obstructive pulmonary disease, unspecified",MD,0
J44,Other chronic obstructive pulmonary disease,MD,0
J450,Predominantly allergic asthma,MD,1
J458,Mixed asthma,MD,1
J451,Nonallergic asthma,MD,1
J66,Airway disease due to specific organic dust,MD,0
J688,"Other respiratory conditions due to chemicals, gases, fumes and vapours",MD,0
J668,Airway disease due to other specific organic dusts,MD,0
J638,Pneumoconiosis due to other specified inorganic dusts,MD,0
J660,Byssinosis,MD,0
J661,Flax-dresser disease,MD,0
J662,Cannabinosis,MD,0
J448,Other specified chronic obstructive pulmonary disease,MD,0
Z825,Family history of asthma and other chronic lower respiratory diseases,MD,0
Z870,Personal history of diseases of the respiratory system,MD,0
4939," Asthma, unspecified",ICD9,1
493,Asthma,ICD9,1
4930,Extrinsic asthma,ICD9,1
4931,Intrinsic asthma,ICD9,1
4719," Nasal polyps, unspecified",ICD9,0
471,Nasal polyps,ICD9,0
4958,Other allergic pneumonitis,ICD9,0
500,Coalworkers' pneumoconiosis,ICD9,0
502,Pneumoconiosis due to other silica or silicates,ICD9,0
505," Pneumoconiosis, unspecified",ICD9,0
5078,Other pneumonitis due to solids and liquids,ICD9,0
503,Pneumoconiosis due to other inorganic dust,ICD9,0
504,Pneumopathy due to inhalation of other dust,ICD9,0
4281,Left heart failure,ICD9,0
4787," Other diseases of larynx, not elsewhere classified",ICD9,0
4912,Obstructive chronic bronchitis,ICD9,0
5183,Pulmonary eosinophilia,ICD9,0
49301,Extrinsic asthma with status asthmaticus,ICD9,1
49302,Extrinsic asthma with acute exacerbation,ICD9,1
49311,Intrinsic asthma with status asthmaticus,ICD9,1
49312,Intrinsic asthma with acute exacerbation,ICD9,1
4932,Chronic obstructive asthma,ICD9,1
49321,"Chronic obstructive asthma, with status asthmaticus",ICD9,1
49322,"Chronic obstructive asthma, with acute exacerbation",ICD9,1
4938,Other forms of asthma,ICD9,1
49381,Exercise induced bronchospasm,ICD9,1
49382,Cough variant asthma,ICD9,1
49391,"Asthma, unspecified type, with status asthmaticus",ICD9,1
49392,"Asthma, unspecified type, with acute exacerbation",ICD9,1
J459,"Asthma, unspecified",ICD10,1
J45,Asthma,ICD10,1
A162,"Tuberculosis of lung, without mention of bacteriological or histological confirmation",ICD10,0
I501,Left ventricular failure,ICD10,0
J385,Laryngeal spasm,ICD10,0
J46,Status asthmaticus,ICD10,1
J60,Coalworker pneumoconiosis,ICD10,0
J628,Pneumoconiosis due to other dust containing silica,ICD10,0
J64,Unspecified pneumoconiosis,ICD10,0
J698,Pneumonitis due to other solids and liquids,ICD10,0
J82,"Pulmonary eosinophilia, not elsewhere classified",ICD10,0
J449,"Chronic obstructive pulmonary disease, unspecified",ICD10,0
J44,Other chronic obstructive pulmonary disease,ICD10,0
J450,Predominantly allergic asthma,ICD10,1
J458,Mixed asthma,ICD10,1
J451,Nonallergic asthma,ICD10,1
J66,Airway disease due to specific organic dust,ICD10,0
J688,"Other respiratory conditions due to chemicals, gases, fumes and vapours",ICD10,0
J668,Airway disease due to other specific organic dusts,ICD10,0
J638,Pneumoconiosis due to other specified inorganic dusts,ICD10,0
J660,Byssinosis,ICD10,0
J661,Flax-dresser disease,ICD10,0
J662,Cannabinosis,ICD10,0
J448,Other specified chronic obstructive pulmonary disease,ICD10,0
Z825,Family history of asthma and other chronic lower respiratory diseases,ICD10,0
Z870,Personal history of diseases of the respiratory system,ICD10,0
J459,"Asthma, unspecified",cancer,1
J45,Asthma,cancer,1
A162,"Tuberculosis of lung, without mention of bacteriological or histological confirmation",cancer,0
I501,Left ventricular failure,cancer,0
J385,Laryngeal spasm,cancer,0
J46,Status asthmaticus,cancer,1
J60,Coalworker pneumoconiosis,cancer,0
J628,Pneumoconiosis due to other dust containing silica,cancer,0
J64,Unspecified pneumoconiosis,cancer,0
J698,Pneumonitis due to other solids and liquids,cancer,0
J82,"Pulmonary eosinophilia, not elsewhere classified",cancer,0
J449,"Chronic obstructive pulmonary disease, unspecified",cancer,0
J44,Other chronic obstructive pulmonary disease,cancer,0
J450,Predominantly allergic asthma,cancer,1
J458,Mixed asthma,cancer,1
J451,Nonallergic asthma,cancer,1
J66,Airway disease due to specific organic dust,cancer,0
J688,"Other respiratory conditions due to chemicals, gases, fumes and vapours",cancer,0
J668,Airway disease due to other specific organic dusts,cancer,0
J638,Pneumoconiosis due to other specified inorganic dusts,cancer,0
J660,Byssinosis,cancer,0
J661,Flax-dresser disease,cancer,0
J662,Cannabinosis,cancer,0
J448,Other specified chronic obstructive pulmonary disease,cancer,0
Z825,Family history of asthma and other chronic lower respiratory diseases,cancer,0
Z870,Personal history of diseases of the respiratory system,cancer,0
